Month,Day,Year,Birthday,Name,Description
8,16,1925,8/16/1925,Fess Parker, Actor (Davy Crockett)
8,16,1928,8/16/1928,Ann Blyth, Actress in Mt Kisko NY
8,16,1930,8/16/1930,Robert Culp, Actor (I Spy)
8,16,1930,8/16/1930,Frank Gifford," NFL halfback (NY Giants), sportscaster"
8,16,1930,8/16/1930,Ted Hughes," English poet laureate (1984-, )"
8,16,1931,8/16/1931,Betsy Von Furstenberg, in Germany
8,16,1932,8/16/1932,Eydie Gorme, in Bronx NY
8,16,1933,8/16/1933,Stuart (Smoky) Roosa, US astronaut (Apollo 14)
8,16,1935,8/16/1935,Julie Newmar,
8,16,1936,8/16/1936,Anita Gillette, in Baltimore Md
8,16,1939,8/16/1939,Carole Shelley, in London
8,16,1939,8/16/1939,Valeri V. Ryumin," Soviet cosmonaut (Soyuz 25, 32)"
8,16,1946,8/16/1946,Leslie Ann Warren, NYC
8,16,1958,8/16/1958,Madonna (Ciccone), in Bay City Michigan
8,16,1960,8/16/1960,Timothy Hutton, Actor
8,17,1601,8/17/1601,Pierre de Fermat, mathematician who needed wider margins
8,17,1786,8/17/1786,Davy Crockett," American frontiersman, adventurer, soldier"
8,17,1876,8/17/1876,Eric Drummond," 1st secretary-general, League of Nations (1919-33)"
8,17,1882,8/17/1882,Samuel Goldwyn, movie producer
8,17,1887,8/17/1887,Marcus Garvey, began back-to-Africa movement among US blacks
8,17,1892,8/17/1892,Mae West," Bkln, Actress., Go up & see her sometime"
8,17,1914,8/17/1914,Franklin D. Roosevelt Jr., son of FDR
8,17,1921,8/17/1921,Maureen O'Hara, in Dublin Ireland
8,17,1923,8/17/1923,Larry Rivers, painter
8,17,1941,8/17/1941,Boog Powell, baseball player
8,17,1943,8/17/1943,Robert De Niro, Actor
8,17,1958,8/17/1958,Belinda Carlisle, (GoGos lead singer)
8,17,1960,8/17/1960,Sean Penn, (Fast Times at Ridgemont High)
8,18,1587,8/18/1587,Virginia Dare, 1st American born of English parents
8,18,1685,8/18/1685,Brook Taylor," mathematician, discoverer of Taylor's Theorem"
8,18,1750,8/18/1750,Antonio Salieri, Italian composer
8,18,1774,8/18/1774,Meriwether Lewis, American explorer
8,18,1778,8/18/1778,Fabian Gottlieb von Bellinghausen, 1st to circumnavigate Antarctica
8,18,1792,8/18/1792,John Earl Russell 1st," British Whig P.M. (1846-52, 1865-66)"
8,18,1834,8/18/1834,Marshall Field, founder of a Chicago-based store chain
8,18,1904,8/18/1904,Max FActor Jr,
8,18,1917,8/18/1917,Caspar Weinberger, US secretary of defense (1981-87)
8,18,1922,8/18/1922,Shelley Winters, St Louis Mo Actress
8,18,1927,8/18/1927,Rosalynn Carter," 1st lady, Pres Carter's main lust"
8,18,1933,8/18/1933,Roman Polanski," director (Knife in the Water, Repulsion)"
8,18,1934,8/18/1934,Roberto Clemente, pro baseball player (Pittsburgh Pirates)
8,18,1935,8/18/1935,Gail Fisher, in Orange NJ
8,18,1935,8/18/1935,Rafer Johnson, decathelete
8,18,1937,8/18/1937,Robert Redford," Actor (Sting, Natural, Great Gatsby)"
8,18,1943,8/18/1943,Martin Mull, Actor-comedian
8,18,1970,8/18/1970,Malcolm-Jamal Warner, (Cosby Show)
8,19,1398,8/19/1398,I$igo L¢pez," marques de Santillana, Spanish poet"
8,19,1631,8/19/1631,John Dryden, 1st poet laureate of England (Absalom & Achitophel)
8,19,1646,8/19/1646,John Flamsteed, 1st astronomer royal of England
8,19,1765,8/19/1765,Robert Fulton, inventor
8,19,1785,8/19/1785,Seth Thomas, pioneer in mass production of clocks
8,19,1844,8/19/1844,Minna Canth, Finnish novelist & dramatist
8,19,1870,8/19/1870,Bernard Baruch," financier, presidential adviser"
8,19,1871,8/19/1871,Orville Wright, an aviator
8,19,1878,8/19/1878,Manuel Quezon, 1st president of Philippine Commonwealth (1935-42)
8,19,1889,8/19/1889,Arthur Waley," sinologist, translator from Chinese & Japanese"
8,19,1902,8/19/1902,Ogden Nash, American humorous poet (I'm a Stranger Here Myself)
8,19,1907,8/19/1907,Thurston Morton, former US senator from Kentucky
8,19,1931,8/19/1931,Willie Shoemaker, jockey
8,19,1933,8/19/1933,Debra Paget,
8,19,1940,8/19/1940,Jill St John, in LA (Diamonds are Forever)
8,19,1956,8/19/1956,Sue Barker,
8,20,1778,8/20/1778,Bernardo O'Higgins, won independence for Chile
8,20,1833,8/20/1833,Benjamin Harrison," (R), 23rd Pres (1889-1893) in North Bend, Ohio"
8,20,1860,8/20/1860,Raymond Poincare," French prime minister (1912), president"
8,20,1873,8/20/1873,Eliel Saarinen, Finnish architect
8,20,1881,8/20/1881,Edgar A Guest, poet
8,20,1890,8/20/1890,H.P. Lovecraft,
8,20,1901,8/20/1901,Salvatore Quasimodo," Italian poet, critic, translator (Nobel 1959)"
8,20,1921,8/20/1921,Jacqueline Susann, writer (Valley of the Dolls)
8,20,1933,8/20/1933,George Mitchell, (Sen-D-Me)
8,20,1938,8/20/1938,Jean-Loup Chretien, 1st French traveler in space (on Soyuz T-6)
8,20,1940,8/20/1940,Sam Melville, Actor
8,20,1942,8/20/1942,Isaac Hayes, composer
8,20,1944,8/20/1944,Rajiv Gandhi," PM of India (1984-, )"
8,20,1946,8/20/1946,Connie Chung, TV newscaster (NBC)
8,20,1951,8/20/1951,Guy Lafleur, NHL star
8,21,1165,8/21/1165,Philip II Augustus, 1st great Capetian king of France (1179-1223)
8,21,1660,8/21/1660,Hubert Gautier," engineer, wrote 1st book on bridge building"
8,21,1765,8/21/1765,William IV, king of England (1830-37)
8,21,1872,8/21/1872,Aubrey Beardsley, English artist (or 0824)
8,21,1904,8/21/1904,Count Basie,
8,21,1906,8/21/1906,Count Basie, musician
8,21,1930,8/21/1930,Princess Margaret, of England
8,21,1936,8/21/1936,Mart Crowley, playwright
8,21,1936,8/21/1936,Wilt Chamberlain, NBA great
8,21,1938,8/21/1938,Kenny Rogers, singer
8,21,1939,8/21/1939,Clarence Williams III, (Mod Squad)
8,21,1944,8/21/1944,Jackie DeShannon, in Kentucky
8,21,1945,8/21/1945,Patty McCormack, Actress
8,21,1959,8/21/1959,Jim McMahon, Chicago Bears QB
8,21,1962,8/21/1962,Matthew Broderick, Actor (Ferris Buehler)
8,22,1836,8/22/1836,Archibald M. Willard, American artist (Spirit of '76)
8,22,1862,8/22/1862,Claude Debussy," composer (La Mer, Clair de lune)"
8,22,1893,8/22/1893,Dorothy Parker,
8,22,1908,8/22/1908,Henri Cartier Bresson,
8,22,1909,8/22/1909,Mel Hein, NFL center (NY Giants)
8,22,1917,8/22/1917,John Lee Hooker,
8,22,1920,8/22/1920,Ray Bradbury, sci-fi author (Fahrenheit 451)
8,22,1928,8/22/1928,Karlheinz Stockhausen, composer
8,22,1929,8/22/1929,Honor Blackman, in London
8,22,1932,8/22/1932,Gerald P. Carr, US astronaut (Skylab 4)
8,22,1933,8/22/1933,Sylvia Koscina,
8,22,1934,8/22/1934,Diana Sands,
8,22,1940,8/22/1940,Valerie Harper," in Sufferin NY, (Mary Tyler Moore Show, Valerie)"
8,22,1942,8/22/1942,Kathy Lennon, singer in Santa Monica
8,22,1947,8/22/1947,Cindy Williams, Actress (Laverne & Shirley) in Van Nuys Cal
8,22,1949,8/22/1949,Diana Nyad Swimmer,
8,23,1754,8/23/1754,Louis XVI, king of France (1774-92); guillotined
8,23,1785,8/23/1785,Oliver Hazard Perry, American commander at Battle of Lake Erie
8,23,1869,8/23/1869,Edgar Lee Masters, American poet (Spoon River Anthology)
8,23,1869,8/23/1869,James (Sunny Jim) Rolph," SF mayor (1912-31), MUNI backer"
8,23,1901,8/23/1901,John Sherman Cooper, senator
8,23,1912,8/23/1912,Gene Kelly, dancer/Actor
8,23,1930,8/23/1930,Vera Miles, Actress
8,23,1934,8/23/1934,Sonny Jurgensen," NFL quarterback (Eagles, Redskins)"
8,23,1934,8/23/1934,Barbara Eden, Az (I dream of Jeannie)
8,23,1942,8/23/1942,Patricia McBride, ballerina
8,23,1948,8/23/1948,Ron Blomberg, future designated hitter
8,23,1949,8/23/1949,Shelley Long, in Fort Wayne Indiana
8,24,1591,8/24/1591,Robert Herrick, English poet (Gather ye rosebuds) (baptized)
8,24,1816,8/24/1816,Sir Daniel Gooch, laid 1st successful transatlantic cables
8,24,1872,8/24/1872,Max Beerbohm, writer
8,24,1886,8/24/1886,William Francis Gibbs," naval architect, designed Liberty ships"
8,24,1898,8/24/1898,Albert Claude, Belgian physician (Nobel 1974)
8,24,1899,8/24/1899,Jorge Luis Borges, Argentine writer of fiction & essays
8,24,1902,8/24/1902,Fernand Braudel, French historian
8,24,1956,8/24/1956,Gerry Cooney, boxer
8,25,1530,8/25/1530,Ivan IV (the Terrible), 1st tsar of Russia (1533-84)
8,25,1819,8/25/1819,Allan Pinkerton, founder of Chicago detective agency
8,25,1836,8/25/1836,Bret Harte, writer (Outcasts of Poker Flat)
8,25,1841,8/25/1841,Theodor Kocher," Swiss surgeon, thyroid specialist (Nobel 1909)"
8,25,1845,8/25/1845,Ludwig II, mad king of Bavaria (1864-86)
8,25,1909,8/25/1909,Ruby Keeler," dancer, in Halifax NS"
8,25,1909,8/25/1909,Michael Rennie, (Klatuu-Day the Earth Stood Still)
8,25,1913,8/25/1913,Walt Kelly," cartoonist, creator of ""Pogo."""
8,25,1916,8/25/1916,Van Johnson, Actor
8,25,1918,8/25/1918,Leonard Bernstein, conductor-composer
8,25,1919,8/25/1919,George C. Wallace, (D-gov-Ala) pres candidate
8,25,1927,8/25/1927,Althea Gibson, 1st black tennis champion in a major event
8,25,1930,8/25/1930,Sean Connery," Actor (James Bond, Man Who Would Be King)"
8,25,1954,8/25/1954,Elvis Costello,
8,26,1676,8/26/1676,Sir Robert Walpole," (Whig), British prime minister, 1721-42"
8,26,1728,8/26/1728,Johann Lambert," Swiss mathematician, proved ã is irrational"
8,26,1873,8/26/1873,Lee De Forest, invented Audion vacuum (radio) tube in Council Bluffs
8,26,1880,8/26/1880,Guillaume Apollinaire, French poet
8,26,1885,8/26/1885,Jules Romains," French novelist, dramatist, poet (Men of Good Will)"
8,26,1901,8/26/1901,Gen. Maxwell D. Taylor, former US Army chief of staff
8,26,1904,8/26/1904,Christopher Isherwood," novelist, playwright (I Am a Camera)"
8,26,1906,8/26/1906,Dr Albert Sabin, polio vaccine discoverer
8,26,1914,8/26/1914,Julio Cort zar, Argentine writer (We Love Glenda So Much)
8,26,1917,8/26/1917,William French Smith, Former Attorney General
8,26,1921,8/26/1921,Ben Bradlee, journalist (Wash Post)
8,26,1927,8/26/1927,Francois Leydet,
8,26,1932,8/26/1932,Joseph H. Engle," X-15 pilot, astronaut (STS-2, 51I)"
8,26,1935,8/26/1935,Geraldine Ferraro," (D), 1st female major-party VP candidate"
8,26,1947,8/26/1947,Candy Moore, in Maplewood NJ
8,26,1948,8/26/1948,Valerie Simpson," in Bronx, singer, Ashford's partner"
8,26,1952,8/26/1952,John Kinsella, swimmer
8,27,1770,8/27/1770,G.W.F. Hegel, invented dialectic
8,27,1809,8/27/1809,Hannibal Hamlin," (R), 15th VP (1861-65)"
8,27,1865,8/27/1865,Charles Gates Dawes," (R), 30th VP (1925-29) (Nobel 1925)"
8,27,1871,8/27/1871,Theodore Dreiser," novelist (Sister Carie, An American Tragedy)"
8,27,1890,8/27/1890,Man Ray,
8,27,1899,8/27/1899,C.S. Forester," historical novelist, created of Horatio Hornblower"
8,27,1904,8/27/1904,Lester Young,
8,27,1908,8/27/1908,Lyndon B Johnson, 36th Pres (1963-1969)
8,27,1910,8/27/1910,Mother Teresa, of Calcutta (Nobel 1979)
8,27,1915,8/27/1915,Walter Heller, economist
8,27,1916,8/27/1916,Martha Raye," in Butte Montana, denture wearer"
8,27,1929,8/27/1929,Ira Levin," author (Rosemary's Baby, Sleuth, This Perfect Day)"
8,27,1937,8/27/1937,Tommy Sands, singer
8,27,1941,8/27/1941,Yuri V. Malyshev," Soviet cosmonaut (Soyuz T-2, T-11)"
8,27,1943,8/27/1943,Susan 'Tuesday' Weld, in NYC
8,28,1592,8/28/1592,George Villiers," duke of Buckingham, royal minister to James I"
8,28,1749,8/28/1749,Johann Wolfgang von Goethe," Frankfurt, social philosopher (Faust)"
8,28,1774,8/28/1774,Elizabeth Ann Bayley Seton, 1st American Catholic saint
8,28,1828,8/28/1828,Leo Tolstoy," writer, social philosopher (War & Peace)"
8,28,1831,8/28/1831,Lucy Ware Webb Hayes, 1st lady
8,28,1833,8/28/1833,Sir Edward Burne-Jones," English Pre-Raphaelite painter, designer"
8,28,1889,8/28/1889,Charles Boyer, American film star
8,28,1906,8/28/1906,Sir John Betjeman, poet laureate of England (Mt. Zion)
8,28,1921,8/28/1921,Nancy Kulp, in Penn
8,28,1925,8/28/1925,Donald O'Connor," comedian, Actor"
8,28,1930,8/28/1930,Ben Gazzara, Actor (Run for Your Life)
8,28,1939,8/28/1939,Cassie Mackin, NBC Newswoman
8,28,1940,8/28/1940,William Cohen, (Sen-R-Me)
8,28,1940,8/28/1940,Richard Sanders, Actor
8,28,1943,8/28/1943,Lou Piniella, Baseball manager
8,28,1943,8/28/1943,David Soul, Actor
8,28,1950,8/28/1950,Ron 'Louisana Lightning' Guidry,
8,28,1958,8/28/1958,Scott Hamilton Skating, champion
8,28,1960,8/28/1960,Emma Samms (Samuels)," (Colby's, General Hospital)"
8,29,1632,8/29/1632,John Locke, British empiricist philosopher
8,29,1780,8/29/1780,Jean Ingres, French painter
8,29,1815,8/29/1815,Anna Ella Carroll, American writer
8,29,1862,8/29/1862,Maurice Maeterlinck, Belgian Symbolist poet (Nobel 1911)
8,29,1881,8/29/1881,Valery Nicolas Larbaud," French novelist, essayist, translator"
8,29,1899,8/29/1899,Lyman L. Lemnitzer, Marine Corps general
8,29,1912,8/29/1912,Barry Sullivan, American Actor
8,29,1915,8/29/1915,Ingrid Bergman, Actress (Casablanca) in Sweden
8,29,1916,8/29/1916,George Montgomery, Actor
8,29,1917,8/29/1917,Isabel Sanford, Actress
8,29,1920,8/29/1920,Charlie Parker,
8,29,1923,8/29/1923,Richard Attenborough," Actor, director (Gandhi, Young Winston)"
8,29,1924,8/29/1924,Dinah Washington,
8,29,1934,8/29/1934,David Pryor, (Sen-D-Ark)
8,29,1938,8/29/1938,Peter Jennings, ABC anchor
8,29,1938,8/29/1938,Elliot Gould, Actor (M*A*S*H)
8,29,1939,8/29/1939,William Friedkin, director (Exorcist)
8,29,1940,8/29/1940,Wilhelm Ruska," Neth, world judo champion"
8,29,1941,8/29/1941,Robin Leach, (Life Styles of Rich & Famous)
8,29,1945,8/29/1945,Wyomia Tyus, (Olympic Runner)
8,29,1958,8/29/1958,Michael Jackson, singer (Thriller)
8,30,1748,8/30/1748,Jacques-Louis David, French Neoclassical painter
8,30,1797,8/30/1797,Mary Shelley, author (Frankenstein)
8,30,1837,8/30/1837,Ellen Lewis Herndon Arthur, wife of president Chester A. Arthur
8,30,1871,8/30/1871,Ernest Rutherford," in Engl, phycist"
8,30,1884,8/30/1884,Theodor Svedberg," Swedish chemist, worked with colloids (Nobel '26)"
8,30,1893,8/30/1893,Huey P. Long, (gov-sen-La)
8,30,1896,8/30/1896,Raymond Massey, Actor
8,30,1901,8/30/1901,John Gunther, writer
8,30,1901,8/30/1901,Roy Wilkins, director of NAACP
8,30,1907,8/30/1907,Shirley Booth, NY - Hazel
8,30,1908,8/30/1908,Fred MacMurray," Actor (Caine Mutiny, My Three Sons)"
8,30,1909,8/30/1909,Joan Blondell, in NY
8,30,1918,8/30/1918,Ted Williams, Boston Red Sox
8,30,1922,8/30/1922,Regina Resnik, mezzo-soprano
8,30,1931,8/30/1931,John L. Swigert Jr., US astronaut (Apollo 13)
8,30,1941,8/30/1941,Elizabeth Ashley, in Florida
8,30,1943,8/30/1943,R. Crumb, cartoonist
8,30,1943,8/30/1943,Jean-Claude Killy, skier
8,30,1947,8/30/1947,Peggy Lipton, NYC (Mod Squad)
8,30,1951,8/30/1951,Timothy Bottoms, Actor
8,31,1870,8/31/1870,Maria Montessori, educator
8,31,1903,8/31/1903,Arthur Godfrey," radio, TV host"
8,31,1903,8/31/1903,Sir Bernard Lovell," English radio astronomer, founded Jodrell Bank"
8,31,1908,8/31/1908,William Saroyan," novelist, playwright (Time of Your Life)"
8,31,1918,8/31/1918,Alan Jay Lerner, composer
8,31,1924,8/31/1924,Buddy Hackett, comedian
8,31,1928,8/31/1928,James Coburn, Actor
8,31,1935,8/31/1935,Eldridge Cleaver, Black Panther turned Republican
8,31,1937,8/31/1937,Warren Berlinger, Actor
8,31,1945,8/31/1945,Itzhak Perlman, violinist
8,31,1945,8/31/1945,Leonid I. Popov," Soviet cosmonaut (Soyuz 35,40, T-7)"
8,31,1945,8/31/1945,Van Morrison,
8,31,1958,8/31/1958,Edward Moses, track star
9,1,1791,9/1/1791,Lydia Sigourney, American religious author (How to Be Happy)
9,1,1854,9/1/1854,Engelbert Humperdinck, German opera composer
9,1,1866,9/1/1866,James 'Gentleman Jim' Corbett, Prize fighter
9,1,1875,9/1/1875,Edgar Rice Burroughs, novelist (Tarzan)
9,1,1904,9/1/1904,Ray Flaherty," AFL, NFL, AAFC coach"
9,1,1907,9/1/1907,Walter Reuther," labor leader, president of UAW & CIO"
9,1,1922,9/1/1922,Yvonne De Carlo, (Ten Commandments) in Vancouver BC
9,1,1922,9/1/1922,Melvin Laird," (R-Rep), sec of defense"
9,1,1922,9/1/1922,Vittorio Gassman, Actor
9,1,1923,9/1/1923,Rocky Marciano, Boxer
9,1,1933,9/1/1933,Conway Twitty, country singer
9,1,1935,9/1/1935,Seiji Ozawa, Japanese orchestra conductor
9,1,1939,9/1/1939,Lily Tomlin," Detroit (9 to 5, All of Me)"
9,1,1946,9/1/1946,Barry Gibb, singer
9,2,1838,9/2/1838,Queen Liliuokalani, last queen of Hawaii (1891-93)
9,2,1839,9/2/1839,Henry George," land reformer, writer (Progress & Poverty)"
9,2,1853,9/2/1853,Wilhelm Ostwald, German physical chemist (Nobel 1909)
9,2,1866,9/2/1866,Hiram Johnson," Calif governor, Progressive"
9,2,1918,9/2/1918,Allan Drury, author
9,2,1918,9/2/1918,Martha Mitchell, wife of Attorney General
9,2,1937,9/2/1937,Peter Ueberroth, baseball commissioner
9,2,1948,9/2/1948,Terry Bradshaw, NFL quarterback (Pittsburgh Steelers)
9,2,1951,9/2/1951,Mark Harmon,
9,2,1952,9/2/1952,Jimmy Connors, tennis brat
9,2,1955,9/2/1955,Linda Purl,
9,3,1596,9/3/1596,Nicolo Amati, Italian violin maker
9,3,1803,9/3/1803,Prudence Crandall," founder of school for ""young ladies of colour."""
9,3,1849,9/3/1849,Sarah Orne Jewett, author
9,3,1856,9/3/1856,Louis Sullivan, father of modern US architecture
9,3,1860,9/3/1860,Edward A. Filene," merchant, established US credit union movement"
9,3,1907,9/3/1907,Andrew Brewin," Canadian lawyer, cofounder of New Democratic Party"
9,3,1913,9/3/1913,Alan Ladd,
9,3,1915,9/3/1915,Kitty Carlisle-Hart, game show panelist
9,3,1926,9/3/1926,Anne Jackson, in Penn
9,3,1935,9/3/1935,Eileen Brennan, in LA
9,3,1943,9/3/1943,Valerie Perrine," in Galveston Tx, (Lenny, Slaughterhouse 5)"
9,3,1965,9/3/1965,Charlie Sheen,
9,4,1768,9/4/1768,Fran‡ois Rene de Chateaubriand," French poet, novelist, statesman"
9,4,1802,9/4/1802,Marcus Whitman, missionary
9,4,1803,9/4/1803,Sarah Childress Polk, 1st lady
9,4,1810,9/4/1810,Donald McKay," US naval architect, builder of fastest clipper ships"
9,4,1824,9/4/1824,Anton Bruckner," in Austria, Wagner disciple"
9,4,1846,9/4/1846,Daniel Burnham," American architect, built skyscrapers"
9,4,1872,9/4/1872,Darius Milhaud, composer
9,4,1901,9/4/1901,Paul Osborn, playwright
9,4,1908,9/4/1908,Richard Wright," American author (Native Son, Uncle Tom's Children)"
9,4,1917,9/4/1917,Henry Ford II, businessman
9,4,1918,9/4/1918,Paul Harvey Radio, news commentator
9,4,1919,9/4/1919,Howard Morris,
9,4,1920,9/4/1920,Craig Claiborne," food columnist, NY Times"
9,4,1926,9/4/1926,Rep Robert J Lagomarsino, R-Calif
9,4,1928,9/4/1928,Dick York,
9,4,1929,9/4/1929,Thomas Eagleton, (D-Sen-Mo)
9,4,1931,9/4/1931,Mitzi Gaynor, in Chicago Ill
9,4,1949,9/4/1949,Tom Watson, Golfer
9,4,1951,9/4/1951,Judith Ivey,
9,4,1972,9/4/1972,Danny Ponce,
9,5,1187,9/5/1187,Louis VIII," (Coeur-de-Lion), king of France (1223-26)"
9,5,1638,9/5/1638,Louis XIV," (Sun King), king of France (1643-1715)"
9,5,1735,9/5/1735,Johann Christian Bach," composer, son of J.S. Bach (English Bach)"
9,5,1847,9/5/1847,Jesse James," in Missouri, outlaw"
9,5,1902,9/5/1902,Darryl F Zanuck, Hollywood producer & motion picture executive
9,5,1905,9/5/1905,Arthur Koestler, Hungarian-born writer (Darkness at Noon)
9,5,1912,9/5/1912,John Cage, composer (Silence)
9,5,1923,9/5/1923,Arthur C. Nielsen, market researcher (or 1897)
9,5,1927,9/5/1927,Paul Volcker, Federal Reserve chairman
9,5,1929,9/5/1929,Andrian G. Nikolayev," Soviet cosmonaut (Vostok 3, Soyuz 9)"
9,5,1929,9/5/1929,Bob Newhart," comedian, Actor"
9,5,1934,9/5/1934,Carol Lawrence," in Illinois, dancer & Actress"
9,5,1937,9/5/1937,William Devane,
9,5,1940,9/5/1940,Raquel Welch," in Chicago Ill (Myra Breckenridge, 100 Rifles)"
9,6,1757,9/6/1757,Marquis de Lafayette," American patriot, French revolutionary"
9,6,1766,9/6/1766,John Dalton," chemist, developed atomic theory of matter"
9,6,1805,9/6/1805,Horatio Greenough," American neoclassical sculptor, writer"
9,6,1811,9/6/1811,James Melville Gilliss, founded Naval Observatory in Washington
9,6,1814,9/6/1814,Sir George Cartier," (C), Canadian co-prmie minister (1858-62)"
9,6,1860,9/6/1860,Jane Addams, American pacifist/social worker/feminist (Nobel 1931)
9,6,1888,9/6/1888,Joseph P. Kennedy, Financier-diplomat
9,6,1899,9/6/1899,Billy Rose, Theatrical producer
9,6,1937,9/6/1937,Jo Anne Worley Lowell," Indiana, (Laugh-in)"
9,6,1944,9/6/1944,Linda Kaye Henning, in Cal (Petticoat Junction)
9,6,1944,9/6/1944,Swoosie Kurtz,
9,6,1947,9/6/1947,Jane Curtin," in Cambridge Mass (SNL, Kate & Allie"
9,7,1533,9/7/1533,Queen Elizabeth I," (1558-1603), daughter of Henry VIII"
9,7,1548,9/7/1548,Catherine Parr, 6th & last wife of Henry VIII
9,7,1707,9/7/1707,George-Louis Leclerc," comte de Buffon, writer on natural history"
9,7,1726,9/7/1726,Fran‡ois-Andre Philidor," of France, chess champion & musician"
9,7,1829,9/7/1829,August Kekule von Stradonitz, discovered structure of benzene ring
9,7,1836,9/7/1836,Sir Henry Campbell-Bannerman," (Liberal), British P.M. (1905-08)"
9,7,1860,9/7/1860,Grandma Moses, American primitive painter
9,7,1908,9/7/1908,Paul Brown," coach of Cleveland Browns (1946-62), Cincinnati"
9,7,1908,9/7/1908,Dr. Michael E. De Bakey, artificial heart pioneer
9,7,1909,9/7/1909,Elia Kazan,
9,7,1913,9/7/1913,Anthony Quayle," Actor (Anne of 1000 Days, Lawrence of Arabia)"
9,7,1914,9/7/1914,James Van Allen, discovered radiation belts
9,7,1923,9/7/1923,Peter Lawford," Actor (Mrs. Miniver, Little Women)"
9,7,1924,9/7/1924,Daniel Inouye," (D-Hi.), US senator, chair of Iran-Contra hearings"
9,7,1930,9/7/1930,Sonny Rollins, saxophonist
9,7,1930,9/7/1930,Baudouin I," king of Belgium (1951-, )"
9,7,1936,9/7/1936,Buddy Holly," singer (Peggy Sue, That'll Be the Day)"
9,7,1942,9/7/1942,Richard Roundtree," Actor (Shaft, Earthquake)"
